Name,Latitude,Longitude
"el kyad",30.528841,-9.053146
"nayom",13.816667,121.45
"chilamayo",-15.1394444,-71.6941667
"voldayevka",54.154504,35.022232
"kanyuki",55.65,23.1
"el centenillo",38.337106,-3.729228
"bolshaya lepetikha",47.175719,33.943625
"charali",39.252722,46.616046
"vaquilito",14.483333,-91.716667
"bolshoy siuch",54.3351,47.7748
"sitarah",22.583333,46.25
"vuotjarvi",63.133333,28.25
"bu rtay",12.3,107.2333333
"torregrotta",38.183333,15.35
"dezzo di scalve",45.983333,10.083333
"anhyolli",37.9466667,126.1461111
"cibadakreama",-6.558333,106.682222
"bazar-e hasan",25.583333,60.133333
"vaden'",48.010833,28.227222
"kuanyang",27.254644,120.028222
"majawar",33.750619,72.81139
"smetany",58.248611,48.172778
"mdina",35.886944,14.4025
"betrandraka",-15.8666667,47.7
"mutiatele",-13.9833333,-171.3666667
"sujiri",34.75,126.016667
"meosaare",58.675,25.6475
"uragembi",-3.7,143.5666667
"ondor hangay suma",49.2666667,94.85
"khanakia",37.7333333,21.3666667
"sipatang lower",7.8406,123.3287
"sakramoj",13.55,27.8166667
"youpa",28.001,87.201
"ouled--kaddour",31.734977,-8.769799
"embreville",50.028687,1.541686
"bolobayevka",54.163048,37.768376
"huoshaozhai",34.118878,109.341138
"regulo muassua",-15.7052778,36.3252778
"daudi thera",-11.3,33.7833333
"usselo",52.202551,6.833201
"mohekodou",9.0833333,-9.8666667
"qinami i radovickes",40.4088889,20.4902778
"bareisiai",55.2,24.9666667
"cauenje",-11.459784,15.238016
"pessac",44.810112,-0.641294
"timdrert",30.271537,-7.604602
"brzostowica mala",53.2833333,23.9333333
"qal`ah-wunah",34.666205,71.004388
"mikalishkey",55.8,21.5
"amawkrom",5.6833333,-1.9666667
"usak effiat",4.585957,8.31297
"kirpichevka",50.066667,38.783333
"ghundah pershah",31.903503,67.941785
"gentong lebak",-6.983333,106.615278
"chigha khur",31.887778,50.936111
"madarsky bel",48.2166667,17.3666667
"panghaksamdong",37.66396,127.02862
"kahir shahdad",25.5461,60.0645
"thayetkwin",16.6833333,94.8333333
"naechondong",35.816667,128.9
"moearatembesi",-1.7,103.116667
"zhichki",50.277058,23.646173
"arkadiyevka",49.771111,37.258333
"riethgen",51.25,11.116667
"addi amiyuk",13.666153,39.173521
"fagge",42.266667,13.166667
"mawchapo",34.595818,63.325614
"shaddadwala",29.870572,71.338981
"vlasyevskoye",62.116667,43.016667
"phumi kong noy",11.4333333,104.85
"winternam",51.466667,6.35
"corral viejo de nunez",25.05,-107.133333
"shepien",22.4666667,120.5
"tonalampa",22.633333,-104.433333
"whittier",60.7730556,-148.6838889
"sao luis do paraitinga",-23.233333,-45.333333
"ismail khayl",36.706915,67.746986
"mirwalian",31.521689,65.333598
"hsiehhu",34.204175,109.245608
"badiongo",14.6666667,-4.0333333
"krienke",53.383333,12.883333
"valea sapartocului",46.15,24.9
"cabonjurang",-7.297222,110.320556
"mokhovaya rakhmanka",54.157333,43.376111
"wilnowo",53.897399,20.060577
"san vicente chicatal",15.683333,-90.333333
"merikanjaka",-18.55,47.2666667
"casa chapetones",-4.6480556,-80.7075
"jhok bakhro",31.242925,70.605931
"cenote",18.95,-88.433333
"aviklo",-6.2666667,149.55
"leibawmi",18.5583333,97.2569444
"asbestnyy",52.068611,59.518611
"eichthal",53.600983,20.9551
"galassibo",12.2333333,-12.5833333
"khashukalay",31.678393,64.630368
"xiaoyaozhen",33.7,114.333333
"kwangsuwon",37.8985,126.9637
"hajlici",44.8302778,16.5480556
"tuco huain",-11.2616667,-76.5886111
"imwapeul",-19.5666667,169.3
"sur sechiron",50.083333,5.866667
"chak ninety-three-nine l",30.033333,72.294444
"wunbar",6.0230556,31.4177778
"bqosta",33.5794444,35.4047222
"bailinzhuangzhan",35.692778,108.615278
"chak sixty-seven p",28.571198,70.554222
"mallawala bhaini",30.580556,72.686111
"chintongtzu",30.372077,102.27752
"srednyaya lipovka",53.2345,46.1948
"wounapaka",-15.2666667,166.6666667
"sare kerno kemadi",12.7166667,-14.7166667
"bodoupa",5.5,18.3166667
"thul alana khan khosa",29.655251,70.152766
"fowlmere",52.083333,0.083333
"al `asal",13.75,44.6666667
"salih hasan",33.4297222,44.3525
"sukahening",-7.1363,108.1743
"putul-greci",44.139167,26.347778
"gololajar",-8.6887,120.2776
"selimiet",-8.4,138.1
"pyolsangdongchangni",40.5333333,125.6666667
"monkuy",12.2166667,-3.75
"gesponsart",49.821715,4.828497
"wassegbono",8.501949,-4.497234
"montasik",5.466667,95.466667
"el paujicito",10.2805556,-70.0527778
"mozolevo",59.319249,33.84564
"samatanga",-16.6666667,27.45
"chilcomb",51.05,-1.266667
"trestovka",57.4253,63.0253
"o'brian",18.35,-72.4333333
"marapona",6.65,80.45
"gubug kidul",-6.458889,106.338333
"kedihati",22.650833,88.460833
"tutkovo",57.366667,38.7
"croix blanche",14.6833333,-61.0
"sar-e mana",33.718741,65.859913
"sabanas grandes",17.883333,-92.633333
"cattolica",43.966667,12.733333
"piridan",26.3472,61.2995
"tazanau",34.097716,48.315151
"caserio franchs",39.033333,-0.466667
"fagelasen",59.133333,14.416667
"shitangshui",24.159162,114.754114
"noesa doea",-8.8033,115.2306
"edubia",6.4,-1.9333333
"arys'",42.433333,68.8
"neu tirschtiegel",52.364478,15.873044
"ban phon phim",17.166667,104.9
"carvasana",11.1096,122.5318
"estancia la asunta",-16.6333333,-61.4166667
"belbradic",43.659722,22.4075
"lushington",-33.15,27.7
"hutabagasan 1",2.598,99.2091
"kasmali",40.65,44.0
"shahrak-e zibashahr",35.4311,51.5797
"waipipi",-37.216667,174.666667
"casku",35.46289,71.311794
"cireseni",46.316667,25.2
"bouila",7.887361,-6.364956
"ligba",4.5166667,20.8833333
"en naqra",33.3930556,35.7277778
"tachlowitz",50.013943,14.241236
"yanghong",30.302776,119.363304
"suktiniai",55.8166667,21.3333333
"yaburfulu",2.5719,96.07
"nedilnya",49.333333,37.066667
"wanfercee-baulet",50.466667,4.583333
"beharca",44.45,23.683333
"barikee",36.007452,67.44824
"agayazibuduq",41.398496,48.733552
"ma`runah",33.6333333,36.4
"gross quenstedt",51.933333,11.116667
"tachayat",30.708,49.0991
"ngcele",-31.162007,28.542151
"fendou",42.906944,129.15
"kurazs",46.933333,20.1
"artaklaru",42.55,26.3666667
"karaje khwar",35.396389,71.549444
"ujfalusi major",46.777413,19.98509
"zadunayskiy",44.969722,40.158611
"methikanda",23.9833333,90.8666667
"jesovec pri smarju",46.2166667,15.5166667
"boca de mongarada",7.8422222,-78.0686111
"kuske esma'ilbeg",34.474072,66.102623
"zelzelat",34.160605,64.155196
"boisseron",43.757663,4.082629
"pananga",-3.0333333,11.1333333
"htein-in",23.6666667,95.3166667
"ban mae pa ban san",16.753222,98.59375
"neginu",29.2512,54.559
"ghame cawdi",32.963211,65.014636
"canozal",8.3333333,-69.1166667
"sidolegi",-7.2343,112.1403
"deh veleh",35.989692,52.826714
"yaosolu",1.933333,22.383333
"makabana",-2.7969444,12.4769444
"langka",28.966667,90.4
"awacha",26.242778,127.721944
"chomra",22.5833333,89.8166667
"glebe heights",38.9272222,-76.5427778
"mad mauthar",28.639553,70.193987
"dungjangan",-7.640556,111.012778
"kole saba",14.55,-4.7666667
"bois detre",18.4666667,-72.0833333
"com mao",22.733333,104.183333
"stabaunycius",55.0666667,23.8
"chapan-e bala",36.1663,46.5774
"dhing",26.466667,92.466667
"mala usa",53.5333333,27.1833333
"kranggan kulon",-6.3578,106.9274
"verdunville",29.7538889,-91.4008333
"eschenstruth",51.216667,9.666667
"goaba",12.6,-2.9
"bandoumgia",5.2333333,10.2666667
"tumamba",-3.55,142.8333333
"el aouameur",34.414378,-6.048982
"wiederstedt",51.666667,11.533333
"liululi",24.2166667,120.5666667
"jihlava",49.4,15.583333
"cilimushideung",-7.0684,107.9893
"minaykin",50.352747,48.121436
"agbedegun",8.566667,4.016667
"smaage",63.6,8.633333
"aranagar",25.1,88.85
"corte romana",44.95,10.983333
"putoucun",26.030677,117.263816
"nai bhaini",31.528637,74.579009
"mount alyff",-30.808207,29.366443
"hernsjo",61.25,10.733333
"billapora utara",-7.0642,112.7374
"yadyo",16.0,-3.6833333
"amphoe tha wa",16.702278,102.855695
"erla",48.2,14.566667
"riego del monte",42.442387,-5.470422
"stai",54.1666667,29.5166667
"manatiu",15.8833333,-86.2666667
"moiseikha",57.133333,41.0
"shtelmakha",44.780278,37.486944
"tiegana",9.201994,-5.708624
"zilaft",22.5902778,59.0908333
"umm dukeika",13.2333333,30.8166667
"kangaarsuk",72.0,-55.6
"kaimeer",-5.175,132.016667
"krutoberezhskaya",57.87263,47.626577
"`ayn al `uqayli",25.872161,44.205526
"kuoyka",70.483333,120.6
"coventry",52.416667,-1.55
"villanueva de perales",40.345413,-4.098906
"ago oyinbo",6.460515,4.950829
"tarkehdez",32.087,49.2118
"elgen-ugol",62.9,151.766667
"einyagyi",16.5,95.5166667
"virnsberg",49.433333,10.5
"sotuchino",43.3833333,23.0666667
"kurudzhakhyuyuk",36.871667,37.742778
"kikarwala khuh",32.031497,73.994787
"al janubiyah",25.583611,45.618333
"lak-teng",22.55,97.7333333
"xianrendong linchang",42.18704,126.955388
"sabrang",20.8333333,92.3166667
"bagarkheyl'",32.338527,65.06579
"atacan",18.9,-97.083333
"anaypazari",36.341483,33.399207
"untermur",47.266667,14.916667
"douar ahl cadi",35.4466667,-0.8422222
"lechino",51.216667,29.45
"estancia romer kkota",-17.3666667,-67.6
"bujungbatu",-4.5492,119.6098
"qareh shiran",37.9722,48.0158
"naramta",33.883693,66.174633
"hianag 2",2.8662,99.5209
"kuyaki-ye hasan",34.571552,45.859508
"rumah jambar",1.85,111.616667
"kewayan",8.183611,125.169167
"pulokeurumbok",5.2712,95.9415
"had-zerekten",31.444697,-7.392237
"puputo",0.5195,122.649
"selsendorf",50.383333,11.016667
"guiler-sur-goeyen",48.016084,-4.358589
"petiyannekada",8.5333333,80.6833333
"sapakyula",58.1672222,25.2852778
"pembeli",40.363526,35.379014
"estancia huachaca",-19.6166667,-64.5166667
"ibuntshi-kakese",-4.666667,21.466667
"mahyon",37.9666667,125.35
"amuwala",32.913889,72.027778
"schloditten",54.408085,20.64334
"sjuljakioj",41.6666667,25.95
"corlena",36.3202778,-102.9388889
"portocan",40.6538889,20.1058333
"bogornolov",45.009444,39.7475
"saaremoisa",58.6983333,26.8411111
"aloohuasi",-21.5833333,-66.4
"lyapshishki",55.4,23.5333333
"fujianpo",29.530901,110.259131
"kwat",31.251764,67.07701
"toepawidong",40.2288889,125.7675
"pragpura",27.616667,76.1
"xiliu sanqu",19.55976,109.652397
"passaconaway",43.995,-71.3405556
"ban huai kiang",18.68925,98.566611
"abdullah nur kaskai",32.423056,70.005278
"hengshanwu",27.926976,114.260681
"porto pinduva",-24.55,-47.5
"jorjor darsun",33.2165,48.8918
"russdal",58.55,6.5
"nanhedaung",24.65,95.7166667
"cite-sainte-barbe",47.822644,7.338055
"kaszatanyadulo",46.943978,19.523512
"mokjaland",58.433333,8.016667
"segelstorp",56.366667,12.766667
"gorna lomna",49.526839,18.636437
"nasuva",-16.55,179.1833333
"sitio arthur l. de oliveira",-23.699,-49.8945
"qal`a giro",34.378512,67.158924
"alola",-9.0,147.7333333
"katiapa",-8.2833333,147.0333333
"ban li na",6.471444,101.434722
"grizhino",60.866667,36.916667
"as sajir",25.182507,44.599644
"mazegh-e pa'in",27.093,56.9018
"toktajutaek",37.053333,126.836389
"bhuchal khurd",32.67665,72.698229
"roche-les-clerval",47.366471,6.480241
"grubgraben",46.95,15.716667
"neu-biela",49.644051,16.462622
"hranice",49.764267,15.689411
"vaskyr",57.383333,51.633333
"dilvand",33.7012,47.1002
"kampung ginipis ulu",5.971,116.3335
"la ametlla de merola",41.833333,1.883333
"gurreby",54.809994,11.240907
"maaea",-17.75,-149.3666667
"wulian",29.739777,117.945877
"cisuuk kulon",-6.495,106.694444
"yalakozu",40.768949,32.984534
"karicik",37.6,38.2
"madda",32.166667,75.083333
"kvitingen",60.466667,5.883333
"pematang sijoman satu",3.5713,98.99321
"jauche la marne",50.683333,4.983333
"tsapovka",50.459813,36.00424
"bemolanga",-17.7166667,45.0666667
"saint-laurent-de-la-salle",46.568688,-0.9175
"jocotes",10.470046,-85.561646
"maraure",4.49223,-72.451913
"bizoti",33.784689,70.975705
"mengaya",4.5822,96.9675
"zebene",9.316121,-7.320872
"chhatargul",33.766667,75.35
"colonia sao paulo",-29.416667,-53.133333
"los saez",22.8,-80.6333333
"stepanikovo",58.131889,40.175807
"chibanza",-4.883333,12.75
"kilavan",38.215014,39.86863
"caofang dian",34.120877,109.678557
"jilikewe",10.232251,12.203248
"char-gul'",38.2475,68.9705556
"kutiura",24.9166667,90.6166667
"makumya",-11.05,31.6166667
"yinkengping",23.800494,112.689632
"astarkharbideh",34.002605,65.778241
"wan na-le",21.15,99.0666667
"trudpchela",56.882179,53.08402
"comunal",14.9833333,-87.4
"hairini",-37.733333,176.166667
"fraq",35.05,36.0
"viborillas",21.866667,-102.683333
"fernand",6.888611,44.310278
"pitayitas",25.45,-108.416667
"ban bung bua",16.483333,100.05
"overheet",51.016667,4.016667
"gubata",14.416944,38.185556
"isakcha",45.266667,28.466667
"ban khlong sam sip et",14.198361,100.957084
"tishanka",50.3894,37.5153
"sarigadzhanly",39.988936,46.904463
"kampung ayer gemuroh",1.9345,104.0738
"rayonabad",39.1166667,66.4833333
"mahtab",31.2,50.648889
"samaritana",-15.2,-74.0333333
"orthounion",35.4,23.9
"savulca",37.724444,27.390278
"ban nahao",17.983333,105.2
"huajiadou",30.412778,120.723889
"tanjungbarulak",-0.516667,100.516667
"girdi kala",30.3468,61.1746
"patak-e begdeli",31.280139,49.876765
"uslonka",60.973862,33.891808
"stanghe",46.883333,11.383333
"aldeia de bororo",-16.566667,-57.866667
"baragumi",12.618882,8.264602
"galabardpuszta",46.468235,17.541665
"imperial point",26.1986111,-80.1188889
"warthill",53.983333,-0.966667
"namsaengbawi",36.2581,127.3993
"saraveh",33.5325,46.9456
"kinteh kunda",13.5072222,-16.0672222
"pedro garcia",19.6,-70.65
"kharnoubiye",36.65,40.9
"cakisam",11.1,-14.7
"`ayn an nur",35.6458333,36.2708333
"nesaguz",37.4975,48.8546
"rosserdale",41.4027778,-94.4141667
"montierault",48.049936,3.931404
"i-n-talassa",16.1833333,-3.95
"gargur",28.8712,51.0472
"buwenggongba",31.502,92.702
"niamsonga",9.6666667,1.9666667
"san rafael pie cuesta",14.933333,-91.916667
"barpal'",33.953838,63.369125
"azanohu",11.402138,9.69099
"millanes",39.849172,-5.58079
"cot kumuda",4.2393,96.3479
"ixhuatlan-minatitlan",18.016667,-94.383333
"apurahe",-10.7,161.7166667
"macosa",-20.4475,33.2002778
"ugorniki",48.921442,24.762773
"griskani",56.5166667,27.4333333
"benndieli",14.4666667,-3.5833333
"south arbor",46.9211111,-123.9805556
"zallpeku",42.6125,20.348333
"nurseh tan",37.0812,49.4431
"tongamassakas",-17.7,23.4833333
"ikhe-chzhirgalantu somon",48.5872222,99.3508333
"allerdean",55.7,-2.05
"corbanos",18.9833333,-69.95
"muangangia",-13.55,18.1
"patur",36.686461,71.646471
"mancomajan",9.566667,-75.0
"kayan-iwakade",5.216491,6.325792
"zgjup",40.8997222,20.1286111
"zouanna",32.372969,-8.825736
"nambaramout",-15.5833333,168.1166667
"rancho el rocio",27.433333,-102.35
"grosskarolinenfeld",47.9,12.083333
"mba lavri",5.263709,-4.056132
"kampung maukab",5.8978,116.5767
"les dijeux",46.695051,2.020664
"kazanri",34.660278,126.825833
"khomeys",31.8226,48.3595
"yoncaduzu",36.967432,36.216933
"tachiehshih",37.333333,121.866667
"komnader",-25.916667,27.566667
"frassinello",45.033333,8.383333
"tulunggurang",-5.100514,105.635047
"ngoula",3.9,17.45
"espalion",44.524025,2.76664
"hwarangjae",36.5535,129.18
"gunnison",38.5458333,-106.9247222
"bostamli",34.7980556,44.5247222
"borduselu de sus",44.55,27.033333
"novyy belovezh",47.333333,37.183333
"krukut dua",-6.3209,106.8038
"waldensee",53.993797,20.821374
"smiecin nowy",52.866667,20.616667
"chang chao pa",22.4,102.966667
"adi catina",14.5383333,38.4986111
"limbazi",57.5102778,24.7141667
"shaolien",29.705,118.46507
"jiaojiewan",36.143164,107.482896
"jawbe",13.4166667,-14.7166667
"quitxinga",-6.057589,15.243877
"kumbosugu",10.8,-0.8166667
"keresso",13.75,19.6166667
"xiaduwei",23.320556,116.053611
"houtaizi",40.678441,122.521263
"golyama smolnitsa",43.6333333,27.7
"langbaban",17.462,120.6017
"fairchilds",29.4311111,-95.78
"chernoayevka",46.694115,32.55371
"busait",35.06,-4.48
"shihfenliao",24.7166667,121.15
"chekur",60.083333,137.6
"muamulla",-25.7527778,32.5519444
"sharkarjo goth",25.750046,67.344863
"zanjanbar",33.715,51.554
"khokhaha",26.166667,86.533333
"caio buma",-4.4,12.733333
"tanjungngala",-5.6948,119.7241
"mianashakh",31.970447,66.57754
"gahre",32.331588,73.437782
"sapucaeiro",-18.083333,-39.916667
"kheduwala nawan",30.466425,71.185064
"qal`ah-ye ghulamo",34.575277,69.112913
"al bu mu`ayt",35.25,40.3166667
"ytre aserod",59.416667,6.116667
"grechekhon",53.231667,103.629722
"sinturco",-7.8108333,-79.1991667
"rastavice",42.494167,20.327778
"poselok bai",47.733333,33.583333
"muzon",14.65,120.95
"heteny",46.9,19.783333
"kaje",39.0522222,125.7680556
"manami",-3.883333,135.016667
"rubezhnyy log",50.8375,37.751389
"durasalar",39.399241,28.229728
"la tarima",3.748333,-75.685278
"patara-sakhvlari",41.9,43.1833333
"yucebaca",39.703103,36.458576
"wargur",33.831135,69.799644
"kalyandaha",23.1,89.15
"hardozo zrandah",31.153091,66.819606
"dreludatogher",52.0875,-7.7533333
"mirova",58.631042,35.882902
"quang an",20.566667,105.933333
"meshkabad-e bala",36.684286,52.948096
"cadavica gornja",44.7194444,19.0175
"el torn",42.160065,2.646003
"feins-en-gatinais",47.748953,2.840292
"glauzig",51.65,12.0
"ketarsalmi",60.566667,21.65
"tumpaklengkong kidul",-8.3006,112.826
"sepeti",6.904248,3.253009
"tykya myan",41.2,61.4333333
"fayil",14.2833333,-16.4833333
"flerant",18.8166667,-73.0666667
"cemaring",0.566667,116.666667
"rozanka",53.5333333,24.7333333
"babanian",32.643271,73.882099
"krasnoarmeyskiy gorodok",45.541485,38.063739
"neuwiederitzsch",51.4,12.383333
"tapaiuna",-2.566667,-60.833333
"bukupeijas",56.3802778,23.8180556
"paccha tingo",-10.8941667,-76.9811111
"poroshi",11.709654,-72.436316
"kabayanmesjid",-6.320833,106.393611
"sovkhoz sakmarskiy",51.9055,55.2201
"chienchin",31.285833,116.063611
"perafort",41.191613,1.255497
"chanhawaran",31.618184,71.01963
"cherneyka",55.727088,34.343004
"laishatang",26.405278,115.975278
"tawakkal",35.7166667,44.8666667
"usenin",6.74556,5.346569
"flavik",58.933333,13.133333
"kampung timur gunung",4.6465,101.9928
"suokuduo",31.301,92.801
"staroye koleno",59.413333,30.0075
"estera",6.383333,-74.05
"kechi chah",27.728611,63.205278
"gumienice",50.678955,20.765514
"chamegh",8.333333,9.066667
"gurzhin",10.111304,12.664014
"ban mae ing tai",19.216667,99.983333
"yujiagong",34.729325,108.187753
"katgi",21.666667,82.516667
"tarahpigon",15.8,95.35
"furnace ford",39.2430556,-77.4397222
"establicimiento santa irene",-25.1,-56.166667
"sitio francisco arantes da silva",-23.2368,-50.1885
"kolonie alzbeta",48.0833333,17.3166667
"schanlu",40.3833333,44.05
"todakaws",36.236765,69.126522
"kampung sungia buaya",3.393,101.5221
"bakunge",-4.4839,119.9711
"zuda-tsikhesulori",42.1027778,42.4669444
"haarby",56.086943,9.907099
"fresnedillas",40.486887,-4.171467
"idelele",6.8798,8.1598
"noudovagon",7.5166667,1.85
"hoeroeroe",-3.283333,128.966667
"goth dal baig",24.724319,67.570437
"negansi",10.5930556,3.8061111
"shaljehjari",35.597282,70.047064
"shiyeli",52.666667,70.416667
"fengsentsun",22.5333333,120.35
"gulag chico",-2.9166667,-78.75
"komrvo",51.116667,143.566667
"tar kalaki",32.2429,48.8486
"avondrust",-29.268093,25.603506
"santa lucia de camba",18.3833333,-70.1666667
"cemara kulon",-6.336389,108.185278
"`urif",32.159444,35.2225
"qal`a-i-atek",34.558987,70.564178
"phumi ta por kraom",13.0833333,104.4166667
"la chapelle-moche",48.532127,-0.477078
"nag' hammu'de",26.7666667,31.4666667
"hsuheitang",34.45,118.516667
"tiekelinsso",10.45,-5.2
"sanar",32.994444,74.804167
"pulgundaegi",38.1,127.266667
"siemnice",50.552209,23.624399
"maripipi",11.7774,124.3486
"itito",-1.266667,18.066667
"bapabli",6.0666667,-9.6666667
"whites bluff",32.2697222,-87.1819444
"darvishan",35.159124,67.700525
"xiaoguanzi",33.330833,108.101111
"lobieschinger ruben",48.741236,14.369273
"manjhu machhi",29.312349,70.408216
"prekoci",42.566667,21.4
"bajawa",-8.7848,120.9744
"los guardado",14.0666667,-88.85
"kwatisore",-3.25,134.95
"mennzel djemil",37.23618,9.91448
"oulad jari",32.564888,-8.234352
"buksztel",53.298897,23.299289
"heijiakou",36.216667,112.6
"la aranjassa",39.541966,2.775032
"palia borta",2.8261,99.1596
"kebun sayur dua",3.61439,98.90759
"waterer",-0.3833333,35.65
"chetun",39.894181,121.7009
"al uzair",31.3352778,47.4213889
"yamoudoula",12.2680556,-8.7980556
"kokorviesi",56.65,27.15
"capilla de milpillas",20.65,-102.833333
"belaya polyana",55.9,43.733333
"aliye",33.8066667,35.5994444
"talgottong",38.4102778,125.4591667
"yaobou",5.711503,-4.412738
"south dresden",44.0491667,-69.7725
"sow`el barjeh",33.698,48.1819
"wutilgam",34.022222,74.631944
"skalbygget",61.4,15.016667
"avignonet-de-lauragais",43.366419,1.788765
"envy",17.7013889,-64.8033333
"xiaya",29.542942,119.368817
"mavili",36.684069,33.227336
"fork shoals",34.6225,-82.3069444
"petelnangue",13.95,-2.5833333
"jaroty",53.742524,20.490034
"ban tha phraek",6.244889,102.036167
"namobelin",3.4695,98.6675
"mohammad shahabad",33.933333,48.0
"ban khlong huai ba",7.009945,99.796278
"wurong",30.068611,120.691944
"cileuguk",-7.0262,106.997
"hopland",60.754722,4.916111
"wan hsenpawmong",20.3497222,99.7858333
"kanliaotsun",23.8166667,120.6666667
"akomnyina",6.7,-1.3
"shingora",30.634956,68.796718
"(( kirki ))",36.65,42.9666667
"gumisaki",36.033333,136.016667
"tiouiyne",30.932102,-7.214094
"huachipilin",15.995833,-93.820833
"lisnagunogue",55.216667,-6.466667
"mbiriyawaka munthari",-11.05,34.1166667
"sarmaan-dheer",3.2833333,43.3666667
"lyak-ikindzhi",40.374868,47.66404
"yuntupampa",-6.1947222,-79.4630556
"varadouro",-20.916667,-45.15
"wanjian",30.8,116.533333
"`eyn",31.283889,49.549722
"bundharo bingalow",24.704963,69.253135
"ladwi",49.89419,14.616447
"shahanshah",33.3971,48.2817
"domarbo",60.05,17.35
"chima barwali",31.116667,72.866667
"urupitiya",7.45,80.0333333
"khutor kozyachiy",47.586722,30.015589
"cibideresi",39.778598,33.622685
"nachagou",20.565837,110.234721
"`awamir el `asirat",26.4163889,31.7994444
"venuai",-9.0833333,147.6
"gumniska mahala",42.424444,22.465556
"staroverovo-vasilyevka",54.2916,53.129
"maloye dernovo",55.666667,35.65
"ghwayeh",33.061682,65.130766
"pychas-russkiy",56.655424,52.51727
"hadersdorf am kamp",48.45,15.716667
"dokoual",12.0666667,-13.05
"villa isabela",19.8166667,-71.05
"nurakh",27.7475,57.356667
"rentou",25.68666,115.482618
"ban siang pheng",15.833333,104.45
"vila turismo",-22.875128,-43.25711
"botnevo",58.75,34.183333
"wewila",6.8,80.1833333
"bacsujfalu",45.409167,19.298333
"sobicze",52.091153,22.634412
"ukong",4.6666667,114.6333333
"koh-e rayg",33.954541,67.339805
"shalimar 11-3",33.6895,72.9897
"caplan",48.1,-65.683333
"aoglat ej jahmane",35.6333333,37.1333333
"nukh",60.2,151.8
"as sawafinah",29.2527778,30.8005556
"asiran",39.0251,47.0697
"mekalis",32.9897222,-0.4944444
"naseriyeh-e kaffeh",29.4432,55.5134
"talskiy maydan",54.948962,44.652559
"medio rancho",8.333611,-75.625556
"vezhevskoye",61.203603,43.54407
"bebdi",29.834722,78.725278
"chitanhsu",24.948469,115.740993
"ifkirene",34.302597,-2.64465
"kami-takeshi",36.283333,138.233333
"ardeal",44.966667,28.316667
"surman faqir",24.7875,67.577222
"mengkoedoe",1.05,102.583333
"guinso",10.7333333,-9.2
"ben loganbli (1)",6.0908333,-10.2041667
"kostolne moravce",48.1833333,18.85
"tienle",13.4,-6.75
"sangaia",-4.45,-43.816667
"ubotuong enwang",4.637487,8.259726
"ghund patti banda",34.594454,71.776057
"coal creek",49.483333,-114.983333
"ibrahim wand",27.742044,68.390352
"cho lon",10.75,106.65
"minfenghsien",37.066667,82.766667
"sitio luiz vicente",-25.935713,-49.934222
"krivoselye",55.6833333,26.7666667
"suse ulya",33.838055,66.005882
"lo de la vega",26.206389,-108.576667
"zhyvachiv",48.801143,25.171878
"alhoga",-10.7166667,152.7333333
"boulzanga",13.6780556,-1.5461111
"kamelyuvka",50.883333,24.45
"m. machava",-24.7052778,34.0211111
"cloonoolish",53.1897222,-8.2655556
"chifwala",-10.1166667,31.25
"simenli",40.866214,39.211025
"ghunday",32.856634,67.579781
"ban lamphu",14.765889,104.165639
"gajaria",23.8166667,90.4833333
"oranjewoud",52.946779,5.95285
"kadepo",1.5166667,33.4833333
"acilu",42.831916,-2.476408
"capao da canoa",-29.766667,-50.016667
"kurogh menah",33.985985,70.712835
"yangmayu",40.778506,122.889494
"sushibaba",51.027908,24.771847
"uwon",-6.35,141.0833333
"qingganxi",30.012181,111.151312
"pussun",-2.8112,120.1328
"wankham",47.983333,13.733333
"zavilinjak",42.5930556,18.4130556
"yarim ghiyeh vosta",39.4691,44.4292
"verkhnyaya alapaikha",57.87616,61.557412
"rio wawa",13.8833333,-83.4666667
"saint-pierre-quiberon",47.520612,-3.130837
"haliwain",-9.301667,124.929722
"kwarew baggo",12.678774,4.17375
"madarhat",22.368333,88.446111
"taj muhammad nundani",25.305865,68.951247
"tumpakdali",-7.8972,111.8707
"shangnianqiao",34.346389,109.415
"kabun",1.5992,98.8039
"aouinti",7.852222,-5.622222
"komotsuchi",40.85,140.333333
"teshkova gora",54.236425,34.227983
"bangkak",-7.4638,112.0616
"lictuasan",7.064722,122.184444
"kisigrice",47.95,21.716667
"saint-franc",45.492226,5.74083
"goth ghani muhammad punjabi",25.115585,69.113947
"mezhenino",58.666667,32.366667
"dhok bakhshai",32.871759,72.596324
"urtyushka",55.2389,59.5082
"makhmar boudjaq",36.5166667,38.2833333
"sulistrowiczki",50.846388,16.732401
"mominiet",-1.6306,123.5144
"saint-sterlin",47.752572,-3.293216
"tsungnanghsien",31.63082,121.392518
"nicholls cross roads",52.6108333,-7.0791667
"muchele",-21.0213889,33.5294444
"babahwidoro",-7.826667,110.603889
"mashombo",-8.8166667,33.8
"al misin",30.9091667,30.5169444
"aguacatenango",16.45,-92.466667
"khutor vysokiy",51.05583,39.491459
"taraf jundik",36.4275,41.8675
"nishikawa",34.966667,133.816667
"walt",-34.940611,-64.310562
"lokonda",4.8580556,9.2827778
"uachia",-13.916667,21.366667
"tenasco",22.166667,-103.183333
"niewedde",52.4,8.166667
"karmale",-2.75,40.0
"ban pengchan",18.268722,103.218695
"treceno",43.316667,-4.3
"maresevo",54.532963,44.826399
"manlius",41.4563889,-89.6688889
"nichiao",30.897905,119.765496
"aba bora ager",8.766667,39.4
